iter	Passed	Remaining
806	1594	381
807	1596	379
808	1597	377
809	1599	375
810	1601	373
811	1603	371
812	1604	369
813	1606	367
814	1608	365
815	1610	363
816	1612	361
817	1613	359
818	1615	357
819	1617	354
820	1618	352
821	1620	350
822	1621	348
823	1623	346
824	1625	344
825	1626	342
826	1628	340
827	1630	338
828	1632	336
829	1633	334
830	1635	332
831	1636	330
832	1638	328
833	1640	326
834	1642	324
835	1644	322
836	1646	320
837	1648	318
838	1649	316
839	1651	314
840	1653	312
841	1654	310
842	1656	308
843	1658	306
844	1660	304
845	1661	302
846	1663	300
847	1665	298
848	1666	296
849	1668	294
850	1669	292
851	1672	290
852	1674	288
853	1675	286
854	1677	284
855	1679	282
856	1680	280
857	1682	278
858	1683	276
859	1685	274
860	1687	272
861	1689	270
862	1690	268
863	1692	266
864	1693	264
865	1695	262
866	1697	260
867	1698	258
868	1700	256
869	1702	254
870	1704	252
871	1706	250
872	1708	248
873	1710	246
874	1711	244
875	1713	242
876	1714	240
877	1716	238
878	1718	236
879	1720	234
880	1721	232
881	1723	230
882	1725	228
883	1726	226
884	1728	224
885	1729	222
886	1731	220
887	1733	218
888	1735	216
889	1737	214
890	1739	212
891	1741	210
892	1742	208
893	1744	206
894	1746	204
895	1747	202
896	1749	200
897	1751	198
898	1752	196
899	1754	194
900	1756	193
901	1758	191
902	1759	189
903	1761	187
904	1763	185
905	1764	183
906	1766	181
907	1768	179
908	1771	177
909	1772	175
910	1774	173
911	1775	171
912	1777	169
913	1779	167
914	1780	165
915	1783	163
916	1784	161
917	1786	159
918	1788	157
919	1789	155
920	1791	153
921	1793	151
922	1794	149
923	1796	147
924	1798	145
925	1800	143
926	1801	141
927	1803	139
928	1806	138
929	1808	136
930	1810	134
931	1812	132
932	1814	130
933	1817	128
934	1818	126
935	1820	124
936	1822	122
937	1824	120
938	1826	118
939	1828	116
940	1830	114
941	1832	112
942	1834	110
943	1835	108
944	1837	106
945	1839	104
946	1840	103
947	1842	101
948	1843	99
949	1845	97
950	1847	95
951	1848	93
952	1850	91
953	1852	89
954	1853	87
955	1855	85
956	1857	83
957	1858	81
958	1860	79
959	1862	77
960	1864	75
961	1866	73
962	1867	71
963	1869	69
964	1871	67
965	1873	65
966	1875	64
967	1877	62
968	1879	60
969	1881	58
970	1884	56
971	1886	54
972	1888	52
973	1890	50
974	1892	48
975	1894	46
976	1896	44
977	1899	42
978	1901	40
979	1903	38
980	1904	36
981	1906	34
982	1908	32
983	1909	31
984	1911	29
985	1913	27
986	1915	25
987	1917	23
988	1918	21
989	1920	19
990	1922	17
991	1923	15
992	1925	13
993	1928	11
994	1930	9
995	1931	7
996	1933	5
997	1934	3
998	1936	1
999	1938	0
